21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
229107_at	11	11	679.6	A	0.129639																															
229108_at	11	11	2499.8	A	0.111572																															
229109_s_at	11	11	78.1	A	0.828613																															
229110_at	11	11	9972.0	P	0.000244																															
229111_at	11	11	8537.2	P	0.000244																															
229112_at	11	11	1196.5	A	0.171387																															
229113_s_at	11	11	4699.2	P	0.001221																															
229114_at	11	11	7162.4	P	0.000244																															
229115_at	11	11	785.6	A	0.500000																															
229116_at	11	11	3534.4	P	0.001953																															
229117_s_at	11	11	107.2	A	0.696289																															
229118_at	11	11	5123.3	P	0.000732																															
229119_s_at	11	11	8896.1	P	0.000732																															
229120_s_at	11	11	8411.3	P	0.000244																															
229121_at	11	11	950.5	A	0.334473																															
229122_x_at	11	11	190.1	A	0.805420																															
229123_at	11	11	2336.2	P	0.000244																															
229124_at	11	11	700.7	A	0.149658																															
229125_at	11	11	11438.0	P	0.000732																															
229126_at	11	11	8153.3	P	0.002930																															
229127_at	11	11	8106.1	P	0.000732																															
229128_s_at	11	11	10717.6	P	0.000244																															
229129_at	11	11	4340.9	P	0.000244																															
229130_at	11	11	5104.9	P	0.000732																															
229131_at	11	11	3973.4	P	0.002930																															
229132_at	11	11	2043.3	P	0.010742																															
229133_s_at	11	11	1501.5	P	0.030273																															
229134_at	11	11	700.3	A	0.149658																															
229135_at	11	11	1198.9	A	0.095215																															
229136_s_at	11	11	819.4	A	0.665527																															
229137_at	11	11	112.6	A	0.567627																															
229138_at	11	11	2568.4	P	0.010742																															
229139_at	11	11	1073.9	M	0.056152																															
229140_at	11	11	3546.2	A	0.095215																															
229141_at	11	11	4939.6	P	0.000732																															
229142_s_at	11	11	363.2	A	0.601074																															
229143_at	11	11	1992.2	P	0.000244																															
229144_at	11	11	6908.5	P	0.001221																															
229145_at	11	11	7730.1	P	0.000244																															
229146_at	11	11	1651.5	P	0.002930																															
229147_at	11	11	484.1	A	0.246094																															
229148_at	11	11	234.2	A	0.567627																															
229149_at	11	11	125.8	A	0.969727																															
229150_at	11	11	61.7	A	0.850342																															
229151_at	11	11	407.6	A	0.219482																															
229152_at	11	11	125.1	A	0.633789																															
229153_at	11	11	2078.0	M	0.056152																															
229154_at	11	11	72.7	A	0.780518																															
229155_at	11	11	1395.5	A	0.111572																															
229156_s_at	11	11	2804.0	P	0.010742																															
229157_at	11	11	801.8	A	0.080566																															
229158_at	11	11	1403.9	A	0.111572																															
229159_at	11	11	3640.5	P	0.000244																															
229160_at	11	11	1196.3	P	0.000244																															
229161_at	11	11	2208.5	A	0.080566																															
229162_s_at	11	11	876.5	A	0.500000																															
229163_at	11	11	5268.2	P	0.010742																															
229164_s_at	11	11	1048.6	A	0.466064																															
229165_at	11	11	190.2	A	0.850342																															
229166_s_at	11	11	111.0	A	0.888428																															
229167_at	11	11	4086.1	P	0.010742																															
229168_at	11	11	1885.8	P	0.018555																															
229169_at	11	11	1276.9	P	0.030273																															
229170_s_at	11	11	1248.1	P	0.037598																															
229171_at	11	11	657.0	A	0.334473																															
229172_at	11	11	4708.3	P	0.030273																															
229173_at	11	11	2770.4	P	0.000244																															
229174_at	11	11	3823.6	P	0.000732																															
229175_at	11	11	3887.8	A	0.171387																															
229176_at	11	11	1192.6	A	0.303711																															
229177_at	11	11	4550.1	P	0.000244																															
229178_at	11	11	2953.4	P	0.037598																															
229179_at	11	11	118.4	A	0.696289																															
229180_at	11	11	267.0	A	0.753906																															
229181_s_at	11	11	2117.9	P	0.008057																															
229182_at	11	11	2958.2	P	0.030273																															
229183_at	11	11	619.6	A	0.432373																															
229184_at	11	11	2148.5	P	0.000244																															
229185_at	11	11	1395.2	A	0.303711																															
229186_s_at	11	11	765.4	A	0.149658																															
229187_at	11	11	598.6	P	0.002930																															
229188_s_at	11	11	133.2	A	0.780518																															
229189_s_at	11	11	3661.3	A	0.095215																															
229190_at	11	11	1213.8	P	0.046143																															
229191_at	11	11	321.0	A	0.398926																															
229192_s_at	11	11	3291.7	M	0.056152																															
229193_at	11	11	1816.1	P	0.046143																															
229194_at	11	11	3497.0	P	0.000244																															
229195_at	11	11	421.0	A	0.533936																															
229196_at	11	11	299.6	A	0.533936																															
229197_at	11	11	1209.3	A	0.129639																															
229198_at	11	11	3014.0	P	0.023926																															
229199_at	11	11	2064.1	P	0.000732																															
229200_at	11	11	3291.1	P	0.004150																															
229201_at	11	11	16534.9	P	0.000244																															
229202_at	11	11	4923.2	P	0.000244																															
229203_at	11	11	109.6	A	0.888428																															
229204_at	11	11	4786.7	P	0.001221																															
229205_at	11	11	1523.8	P	0.004150																															
229206_at	11	11	1281.4	P	0.002930																															
229207_x_at	11	11	379.4	A	0.533936																															
229208_at	11	11	1208.3	P	0.004150																															
229209_at	11	11	540.5	A	0.171387																															
229210_at	11	11	1057.6	P	0.023926																															
229211_at	11	11	4362.2	A	0.080566																															
229212_at	11	11	550.9	A	0.274170																															
229213_at	11	11	1435.3	P	0.046143																															
229214_at	11	11	590.1	A	0.171387																															
229215_at	11	11	64.8	A	0.601074																															
229216_s_at	11	11	214.6	A	0.567627																															
